product_no,key_index_x,draft_param1,draft_param2,draft_param3,draft_param4,draft_param5,draft_param6,draft_param7,draft_param9,draft_param10,draft_param11,key_index_y,param1,param2,param3,param4,param5,param6,param7,param8,param9,y
4638,0.98666,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.98666,8.065,8.065,0.0,0.0,6,2,0,0,3.1,-1.8434508486682215
4640,0.9661299999999999,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.9661299999999999,29.68,29.68,0.0,0.0,4,9,0,1,3.1,-1.457548052624024
4642,0.9657100000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9657100000000001,29.623,29.623,0.0,0.0,4,21,0,1,3.6,-1.452348341640033
4643,0.9848399999999999,5,0,1,343,0.065,1.0,1.05,0.34,1,3,0.9848399999999999,28.971999999999998,28.971999999999998,0.0,0.0,4,4,0,1,3.6,-1.791558643561434
4644,0.94845,5,0,1,343,0.065,1.0,1.05,0.34,1,3,0.94845,28.976,28.976,0.0,0.0,4,4,0,4,3.6,-1.27942727963574
4645,0.9703799999999999,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9703799999999999,29.5,29.5,0.0,0.0,4,6,0,4,3.6,-1.5139948136377581
4646,0.87545,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.87545,29.185,29.185,0.0,0.0,4,24,0,4,3.1,-0.901183282951059
4648,0.9838100000000001,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9838100000000001,29.259,29.259,0.0,0.0,4,32,0,4,3.6,-1.7647241233129523
4649,0.9782299999999999,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9782299999999999,29.545,29.545,0.0,0.0,4,6,0,1,3.6,-1.642636969384858
4650,0.95089,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.95089,29.615,29.615,0.0,0.0,4,21,0,4,3.6,-1.3000755972575244
4651,0.98835,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.98835,29.775,29.775,0.0,0.0,4,16,0,4,3.6,-1.8979094744881653
4652,0.9840000000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9840000000000001,21.6,21.4,0.0,0.0,4,36,0,0,3.1,-1.7695510786217314
4654,0.9615299999999999,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.9615299999999999,21.5,21.5,0.0,0.0,4,13,0,3,3.6,-1.4037328736044845
4655,0.9834,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.9834,8.474,8.474,0.0,0.0,6,17,0,3,3.6,-1.754487332185854
4656,0.98095,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.98095,21.7,21.7,0.0,0.0,4,1,0,0,3.6,-1.697885623043801
4657,0.97446,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97446,8.31,8.31,0.0,0.0,6,13,0,0,3.1,-1.576099081471585
4658,0.95534,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.95534,21.6,21.6,0.0,0.0,4,4,0,3,3.1,-1.3404640928457843
4660,0.9748,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9748,21.8,21.8,0.0,0.0,4,19,0,3,3.1,-1.5816987086802563
4661,0.9803200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9803200000000001,21.826,21.826,0.0,0.0,4,19,0,0,3.1,-1.684449465578099
4662,0.97596,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97596,21.4,21.4,0.0,0.0,4,45,0,3,3.6,-1.6013656754616108
4663,0.95111,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.95111,7.931,7.931,0.0,0.0,6,21,0,3,3.1,-1.3019864960608194
4664,0.9546899999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9546899999999999,21.024,21.024,0.0,0.0,4,80,0,3,3.1,-1.334325219006107
4668,0.9712,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9712,21.4,21.4,0.0,0.0,4,45,0,0,3.6,-1.5257837359237456
4669,0.9666100000000001,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9666100000000001,21.5,21.5,0.0,0.0,4,47,0,3,3.6,-1.463567824177989
4670,0.95111,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.95111,7.749,7.749,0.0,0.0,6,6,0,3,3.1,-1.3019864960608194
4671,0.97411,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97411,14.5,14.5,0.0,0.0,6,8,0,4,3.6,-1.5704091977767007
4672,0.9881200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9881200000000001,14.5,14.5,0.0,0.0,6,21,0,1,3.1,-1.890084136976214
4673,1.0,5,0,1,343,0.075,1.0,1.3,0.35,1,3,1.0,14.625,14.625,0.0,0.0,6,8,0,1,3.6,-3.000000000000048
4674,0.9885,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9885,14.9,14.9,0.0,0.0,6,6,0,1,3.1,-1.903089986991949
4675,0.9708200000000001,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9708200000000001,21.544,21.544,0.0,0.0,4,47,0,0,3.6,-1.5202807645604324
4676,0.9738700000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9738700000000001,14.9,14.9,0.0,0.0,6,6,0,4,3.1,-1.5665502062384076
4677,0.98564,1,0,0,342,0.065,1.0,1.05,0.34,1,0,0.98564,21.6,21.6,0.0,0.0,4,14,0,0,3.1,-1.8136087843045088
4678,0.98357,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.98357,21.456,21.456,0.0,0.0,4,13,0,0,3.6,-1.758702612890011
4679,0.92,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.92,7.832999999999999,7.832999999999999,0.0,0.0,6,8,0,0,3.6,-1.0915149811213511
4682,0.98036,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.98036,21.1,21.1,0.0,0.0,4,7,0,3,3.6,-1.6852903070448289
4683,0.97875,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97875,21.2,21.2,0.0,0.0,4,2,0,0,3.6,-1.652669984683052
4685,0.9718600000000001,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.9718600000000001,13.7,13.7,0.0,0.0,6,33,0,4,3.6,-1.5355104525660312
4686,0.9684299999999999,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.9684299999999999,29.467,29.366999999999997,0.0,0.0,6,26,0,2,3.6,-1.487182241435127
4687,0.99093,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.99093,29.528000000000002,29.528000000000002,0.0,0.0,6,14,1,5,3.6,-1.9969705294463858
4688,0.98939,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98939,29.463,29.463,0.0,0.0,4,21,0,4,3.1,-1.93516778026143
4689,0.9642,3,0,0,343,0.065,1.0,1.05,0.34,2,0,0.9642,29.074,29.074,0.0,0.0,6,2,0,2,3.1,-1.434152181326483
4690,0.9870700000000001,3,0,0,343,0.065,1.0,1.05,0.34,2,0,0.9870700000000001,29.174,29.174,0.0,0.0,6,2,0,5,3.1,-1.8560488835760436
4691,0.9479,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9479,29.184,29.184,0.0,0.0,6,2,0,2,3.1,-1.2749054789185315
4696,0.9965299999999999,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9965299999999999,28.209,28.209,0.0,0.0,6,24,0,2,3.1,-2.349692476868066
4697,0.97644,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97644,28.189,28.189,0.0,0.0,6,26,0,2,3.1,-1.6097716375308715
4698,0.98662,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98662,29.914,29.914,0.0,0.0,4,18,0,4,3.1,-1.8422411139531412
4699,0.97935,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97935,29.918000000000003,29.918000000000003,0.0,0.0,4,18,0,1,3.1,-1.664542099310619
4700,0.985,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.985,29.76,29.76,0.0,0.0,4,63,0,4,3.1,-1.7958800173440779
4703,0.89731,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.89731,21.8,21.8,0.0,0.0,4,36,0,3,3.1,-0.9842631255225505
4704,0.93821,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.93821,29.179000000000002,29.179000000000002,0.0,0.0,6,3,0,5,3.6,-1.2021095169416518
4705,0.9694,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9694,21.4,21.4,0.0,0.0,4,3,0,3,3.1,-1.5003129173815983
4706,0.975,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.975,8.243,8.243,0.0,0.0,6,58,0,0,3.1,-1.5850266520291836
4710,0.9219700000000001,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9219700000000001,21.6,21.6,0.0,0.0,4,32,0,3,3.1,-1.1022080180607763
4711,0.9758600000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9758600000000001,28.933000000000003,28.933000000000003,0.0,0.0,4,43,0,1,3.1,-1.599634726650064
4712,0.9763,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9763,21.7,21.7,0.0,0.0,4,44,0,3,3.6,-1.6073030467403353
4716,0.9709399999999999,1,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9709399999999999,30.0,30.0,0.0,0.0,4,36,0,4,3.1,-1.522011023749111
4717,0.9561299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9561299999999999,29.971999999999998,29.971999999999998,0.0,0.0,4,22,0,4,3.1,-1.348043930466926
4719,0.9764799999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9764799999999999,29.8,29.8,0.0,0.0,4,14,0,1,3.1,-1.6104795341536229
4720,0.92176,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.92176,29.971,29.971,0.0,0.0,4,14,0,1,3.6,-1.1010555331334912
4722,0.9705799999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9705799999999999,22.976,22.976,0.0,0.0,4,6,0,0,3.1,-1.5168407902830203
4723,0.9176,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9176,29.949,29.919,0.0,0.0,4,14,0,4,3.6,-1.0788339493622616
4724,0.80834,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.80834,22.359,22.359,0.0,0.0,4,8,0,3,3.6,-0.715208444049854
4725,0.9819399999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9819399999999999,29.858,29.858,0.0,0.0,4,15,0,1,3.6,-1.7198771036976932
4726,0.9485100000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9485100000000001,29.831,29.831,0.0,0.0,4,41,0,1,3.1,-1.279923427231861
4727,0.81118,3,0,0,343,0.065,1.0,1.05,0.34,2,0,0.81118,29.299,29.299,0.0,0.0,4,5,0,4,3.1,-0.7216580309390931
4728,0.97152,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97152,29.149,29.149,0.0,0.0,4,22,0,1,3.1,-1.5304725208129886
4729,0.9354299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9354299999999999,21.7,21.7,0.0,0.0,4,9,0,3,3.1,-1.1832948163334847
4730,0.9799,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9799,22.6,22.6,0.0,0.0,4,21,0,3,3.6,-1.6757175447023094
4731,0.92471,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.92471,29.895,29.895,0.0,0.0,4,41,0,4,3.1,-1.1175323851046295
4732,0.97331,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.97331,21.9,21.9,0.0,0.0,4,51,0,3,3.6,-1.5576770442544274
4734,0.98383,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98383,29.199,29.199,0.0,0.0,4,22,0,4,3.1,-1.765229704839086
4735,0.9422799999999999,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9422799999999999,29.479,29.479,0.0,0.0,4,35,0,1,3.6,-1.231213953091986
4736,0.95734,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.95734,14.465,14.465,0.0,0.0,6,14,0,4,3.6,-1.3599162686268804
4737,0.9775,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9775,29.666999999999998,29.666999999999998,0.0,0.0,6,4,0,5,3.1,-1.6289321377282664
4738,0.90266,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.90266,22.229,22.229,0.0,0.0,4,11,0,3,3.1,-1.0072697960458579
4739,0.97536,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97536,29.809,29.809,0.0,0.0,4,19,0,1,3.1,-1.591081979153222
4740,0.97441,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97441,14.8,14.6,0.0,0.0,6,17,0,4,3.1,-1.5752816626684347
4741,0.95637,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.95637,29.118000000000002,29.118000000000002,0.0,0.0,6,2,0,2,3.1,-1.350373113159472
4742,0.9735,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9735,20.9,20.9,0.0,0.0,4,19,0,3,3.1,-1.5606673061697396
4746,0.9843,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9843,30.16,30.16,0.0,0.0,4,41,0,1,3.6,-1.7772835288524182
4747,0.92,5,0,1,342,0.075,1.0,1.3,0.35,0,3,0.92,29.1,29.1,0.0,0.0,6,5,0,5,3.6,-1.0915149811213511
4748,0.97936,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.97936,21.6,21.6,0.0,0.0,4,59,0,0,3.6,-1.6647427435654705
4752,0.9905299999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9905299999999999,21.9,21.9,0.0,0.0,4,100,0,3,3.1,-1.9800533183211586
4754,0.9191600000000001,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.9191600000000001,28.910999999999998,28.910999999999998,0.0,0.0,6,50,0,5,3.6,-1.0870343792958974
4755,0.9864,2,0,0,343,0.065,1.0,1.05,0.34,1,4,0.9864,29.328000000000003,29.328000000000003,0.0,0.0,4,10,0,1,3.0,-1.8356471442155677
4756,0.9612700000000001,2,0,0,343,0.065,1.0,1.05,0.34,1,4,0.9612700000000001,29.383000000000003,29.383000000000003,0.0,0.0,4,10,0,4,3.0,-1.400881434944639
4757,0.9321,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9321,29.649,29.649,0.0,0.0,4,51,0,3,3.6,-1.1617807780923752
4758,0.98985,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.98985,29.563000000000002,29.313000000000002,0.0,0.0,4,3,0,1,3.1,-1.952725132615825
4760,0.9074200000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9074200000000001,29.715,29.715,0.0,0.0,4,12,0,1,3.6,-1.0288169591438396
4761,0.9975,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9975,13.886,13.886,0.0,0.0,6,96,0,1,3.1,-2.4559319556497448
4763,0.9867299999999999,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9867299999999999,13.2,13.2,0.0,0.0,6,57,0,1,3.6,-1.845576026885353
4765,0.95686,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.95686,21.776,21.776,0.0,0.0,4,15,0,3,3.1,-1.3551676711743652
4768,0.9376399999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9376399999999999,29.651999999999997,29.651999999999997,0.0,0.0,6,20,0,2,3.1,-1.198184831418563
4769,0.98666,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.98666,7.7,7.7,0.0,0.0,6,39,0,3,3.1,-1.8434508486682215
4770,0.9671299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,4,0.9671299999999999,21.83,21.83,0.0,0.0,4,4,0,3,3.1,-1.4701848033553702
4771,0.9831200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9831200000000001,29.585,29.585,0.0,0.0,4,2,0,1,3.1,-1.7476324855401064
4772,0.9796600000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9796600000000001,29.53,29.53,0.0,0.0,6,5,0,5,3.1,-1.6708055849115528
4773,0.9174200000000001,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9174200000000001,29.829,29.829,0.0,0.0,4,69,0,4,3.6,-1.0778976331923942
4774,0.9658899999999999,3,0,0,343,0.065,1.0,1.05,0.34,2,0,0.9658899999999999,22.159000000000002,22.159000000000002,0.0,0.0,4,5,0,3,3.1,-1.454569170534649
4775,0.9465399999999999,4,1,1,343,0.28,0.4,1.05,0.0,0,3,0.9465399999999999,29.474,29.474,0.0,0.0,4,43,0,1,3.6,-1.2639223629960545
4777,0.94694,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94694,29.59,29.59,0.0,0.0,4,32,0,4,3.1,-1.2671239586372942
4778,0.9850899999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9850899999999999,29.968000000000004,29.968000000000004,0.0,0.0,4,24,0,1,3.1,-1.798329820353419
4779,0.98421,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.98421,29.991,29.991,0.0,0.0,4,24,0,4,3.1,-1.7749493038619548
4780,0.98349,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98349,14.786,14.786,0.0,0.0,6,5,0,1,3.1,-1.7567138539165559
4781,0.97275,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97275,29.551,29.551,0.0,0.0,6,21,0,2,3.1,-1.5489815478445443
4782,0.9898399999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9898399999999999,29.691999999999997,29.691999999999997,0.0,0.0,4,37,0,4,3.1,-1.952335805398442
4783,0.9638899999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9638899999999999,21.8,21.8,0.0,0.0,4,29,0,3,3.6,-1.4305090456512173
4784,0.95968,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.95968,29.718000000000004,29.718000000000004,0.0,0.0,4,15,0,1,3.6,-1.383839687152418
4785,0.9753299999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9753299999999999,29.693,29.693,0.0,0.0,4,15,0,4,3.6,-1.590574131328557
4786,0.96359,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.96359,29.52,29.52,0.0,0.0,6,21,0,5,3.1,-1.4270122918017956
4787,0.9905200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9905200000000001,21.9,21.9,0.0,0.0,4,4,0,3,3.1,-1.9796387173522996
4789,0.9836,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9836,29.647,29.406999999999996,0.0,0.0,4,17,0,4,3.6,-1.7594507517174038
4790,0.90302,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.90302,21.7,21.7,0.0,0.0,4,2,0,3,3.1,-1.008862564879689
4792,0.99111,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.99111,7.712000000000001,7.712000000000001,0.0,0.0,6,18,0,0,3.6,-2.0048037084028274
4793,0.9839200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9839200000000001,21.4,21.4,0.0,0.0,4,92,0,3,3.1,-1.7675121336470199
4794,0.9625,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9625,13.507,13.507,0.0,0.0,6,45,0,4,3.1,-1.4145392704915007
4796,0.9575600000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9575600000000001,29.533,29.533,0.0,0.0,6,24,0,5,3.1,-1.3621101834192113
4797,0.85062,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.85062,29.2,29.05,0.0,0.0,4,2,0,4,3.1,-0.8228099195103912
4798,0.9670000000000001,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9670000000000001,29.331,29.331,0.0,0.0,6,12,0,2,3.6,-1.4685210829577473
4801,0.92412,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.92412,29.6,29.6,0.0,0.0,4,34,0,4,3.1,-1.114186625339512
4802,0.965,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.965,13.4,13.4,0.0,0.0,6,20,0,1,3.6,-1.4436974992327136
4803,0.9075,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9075,13.927,13.927,0.0,0.0,6,9,0,1,3.1,-1.0291883891274827
4804,0.94594,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.94594,22.944000000000003,22.944000000000003,0.0,0.0,4,6,0,3,3.1,-1.2591637929426895
4805,0.9088299999999999,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9088299999999999,12.8,12.6,0.0,0.0,6,7,0,4,3.6,-1.035410412510097
4806,0.95949,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.95949,29.459,29.459,0.0,0.0,4,2,0,1,3.6,-1.3818472666214812
4807,0.8895200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.8895200000000001,29.5,29.5,0.0,0.0,4,44,0,1,3.1,-0.9528030399587342
4808,0.95785,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.95785,29.318,29.318,0.0,0.0,4,25,0,1,3.6,-1.3650191999487724
4810,0.97835,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.97835,29.438000000000002,29.438000000000002,0.0,0.0,4,63,0,4,3.6,-1.6449317936511525
4811,0.97959,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97959,29.4,29.4,0.0,0.0,4,16,0,1,3.6,-1.6693833327055632
4813,0.9691700000000001,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.9691700000000001,29.461,29.461,0.0,0.0,4,63,0,1,3.6,-1.4971633613789996
4814,0.9668200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9668200000000001,14.1,13.9,0.0,0.0,6,76,0,1,3.1,-1.466227941615285
4815,0.9810399999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9810399999999999,21.7,21.7,0.0,0.0,4,17,0,0,3.6,-1.6998394630486482
4816,0.9774200000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9774200000000001,29.607,29.607,0.0,0.0,6,64,0,5,3.1,-1.6274561992409329
4817,0.9807600000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9807600000000001,21.4,21.4,0.0,0.0,4,39,0,0,3.1,-1.6937894918322425
4818,0.81481,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.81481,8.499,8.499,0.0,0.0,6,8,0,3,3.1,-0.7300436480670484
4820,0.7134699999999999,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.7134699999999999,29.32,29.22,0.0,0.0,4,2,0,1,3.1,-0.5413168356535191
4821,0.91299,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.91299,29.671999999999997,29.671999999999997,0.0,0.0,4,16,0,1,3.6,-1.0554679790080193
4822,0.95899,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.95899,29.599,29.599,0.0,0.0,4,1,0,4,3.6,-1.3766473184620092
4823,0.93111,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.93111,29.840999999999998,29.840999999999998,0.0,0.0,4,20,0,1,3.1,-1.1555849595261762
4824,0.96988,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.96988,21.7,21.7,0.0,0.0,4,40,0,3,3.6,-1.5069604116823496
4825,0.9032899999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9032899999999999,29.464000000000002,29.464000000000002,0.0,0.0,4,13,0,1,3.6,-1.0100609867154646
4826,0.9731,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9731,21.7,21.7,0.0,0.0,4,11,0,0,3.1,-1.5543957967264037
4827,0.9739200000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9739200000000001,22.1,22.1,0.0,0.0,4,17,0,0,3.6,-1.567351339986897
4828,0.9843700000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9843700000000001,22.0,22.0,0.0,0.0,4,12,0,3,3.1,-1.7791077507804858
4829,0.95901,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.95901,21.7,21.7,0.0,0.0,4,28,0,0,3.6,-1.3768541253620619
4830,0.94936,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.94936,21.7,21.6,0.0,0.0,4,11,0,3,3.1,-1.287013766405618
4831,0.94171,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94171,29.371,29.371,0.0,0.0,4,5,0,1,3.1,-1.2270185496550374
4833,0.97626,4,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97626,21.7,21.7,0.0,0.0,4,18,0,0,3.6,-1.6066003047069004
4835,0.9936299999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9936299999999999,21.6,21.6,0.0,0.0,4,53,0,3,3.1,-2.132532512140949
4836,0.8105,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.8105,29.572,29.572,0.0,0.0,4,31,0,4,3.1,-0.7201050199883622
4837,0.89105,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.89105,29.820999999999998,29.820999999999998,0.0,0.0,4,16,0,1,3.1,-0.9588047663031913
4838,0.92163,1,0,0,342,0.065,1.0,1.05,0.34,1,0,0.92163,21.78,21.78,0.0,0.0,4,42,0,3,3.1,-1.1003436196943648
4839,0.98206,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.98206,8.0,8.0,0.0,0.0,6,12,0,0,3.6,-1.7226200253327488
4840,0.97882,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97882,14.5,14.5,0.0,0.0,6,12,0,1,3.6,-1.6540384581868615
4841,0.9703700000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9703700000000001,14.2,14.2,0.0,0.0,6,38,0,1,3.6,-1.5138530031934299
4842,0.9797100000000001,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9797100000000001,21.9,21.9,0.0,0.0,4,9,0,0,3.6,-1.6718243385616813
4843,0.9514100000000001,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9514100000000001,21.8,21.8,0.0,0.0,4,9,0,3,3.6,-1.3046058917088919
4844,0.9890100000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9890100000000001,21.9,21.9,0.0,0.0,4,6,0,0,3.6,-1.9211808169011573
4845,0.9527100000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9527100000000001,13.7,13.7,0.0,0.0,6,17,0,4,3.1,-1.316142794599655
4847,0.9661,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.9661,29.305,29.305,0.0,0.0,4,2,1,4,3.1,-1.457174573040821
4848,0.9778399999999999,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.9778399999999999,21.7,21.7,0.0,0.0,4,16,0,3,3.1,-1.6352614449446021
4849,0.9389799999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9389799999999999,29.622,29.622,0.0,0.0,4,7,0,4,3.6,-1.2074682380986927
4850,0.99318,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.99318,29.430999999999997,29.430999999999997,0.0,0.0,4,39,0,1,3.1,-2.1067932469401556
4852,0.9384100000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9384100000000001,21.459,21.459,0.0,0.0,4,40,0,0,3.1,-1.203495048446705
4853,0.9573,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9573,29.776,29.776,0.0,0.0,4,49,0,1,3.1,-1.3595185630295796
4855,0.97936,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.97936,21.4,21.3,0.0,0.0,4,49,0,0,3.1,-1.6647427435654705
